Company,Month,Service,Campaign,Paid,Percent,Spend,Spent,Impressions,Clicks,CRT
NATSB,AUG,Employment,Paid Search,0,0.6,0,0,0,0,0
Northridge Vet,AUG,Veterinary,Paid Search,1000,0.6,600,583.54,2291,100,0.043649062
Overby Company,AUG,Office Supply,Paid Search,400,0.6,240,213.64,2602,35,0.013451191
Overhead Door Company,AUG,Garage Door,Paid Search,1500,0.6,900,937.19,4916,210,0.042717657
Overhead Door Pensacola,AUG,Garage Door,Paid Search,5000,0.6,3000,3257.35,7514,282,0.037529944
Overhead Door Montgomery,AUG,Garage Door,Paid Search,0,0.6,0,0,0,0,0
Overhead Door -Watertown,AUG,Garage Door,Paid Search,500,0.6,300,309.49,1772,101,0.056997743
Parkside Dental,AUG,Dentist,Paid Search,1000,0.6,600,580.34,1499,79,0.052701801
Pink Monarch,AUG,Medical,Paid Search,240,0.6,144,142.59,507,35,0.069033531
Piano Crafters,AUG,Retail,Paid Search,0,0.6,0,0,0,0,0
Platinum Roofing ,AUG,,Paid Search,0,0.6,0,0,0,0,0
PRMC,AUG,Real Estate,Paid Search,0,0.6,0,0,0,0,0
ProGuard 563,AUG,Roofing & HVAC,Paid Search,0,0.6,0,0,0,0,0
Reliance Home Services,AUG,Roofing & HVAC,Paid Search,0,0.6,0,0,0,0,0
Reliable Pool Enclosures,AUG,,Paid Search,1500,0.6,900,23.4,479,13,0.027139875
Rusty's  Floor Coverings,AUG,Flooring,Paid Search,500,0.6,300,325.85,3993,80,0.020035061
Servpro CDW,AUG,Restoration & Cleaning,Paid Search,1200,0.6,720,440.59,749,28,0.037383178
"Servpro Harris, Meriwether, & Stewart",AUG,,Paid Search,0,0.6,0,0,0,0,0
ServPro of Phenix City,AUG,Restoration & Cleaning,Paid Search,700,0.6,420,326.05,5514,127,0.023032281
Shred A Way,AUG,Office Supply,Paid Search,1400,0.6,840,712.29,2948,90,0.030529172
Smiths Radiator,AUG,Tire & Auto,Paid Search,1000,0.6,600,612.32,3378,141,0.041740675
Southern Services Carpet,AUG,Flooring,Paid Search,500,0.6,300,308.78,555,36,0.064864865
Southern Scarlett,AUG,Retail,Paid Search,500,0.6,300,287.33,21274,456,0.021434615
Superior Plumbing,AUG,Plumbing,Paid Search,1500,0.6,900,600.94,465,86,0.184946237
Synovus Minority Birmingham,AUG,Banking,Paid Search,100,0.6,60,57.09,503,36,0.071570577
Synovus Minority Naples,AUG,Banking,Paid Search,100,0.6,60,0,0,0,0
Synovus Minority Atlanta,AUG,Banking,Paid Search,100,0.6,60,57.56,579,41,0.070811744
Synovus Minority Sarasota,AUG,Banking,Paid Search,100,0.6,60,60.96,522,36,0.068965517
Synovus Minority Mobile,AUG,Banking,Paid Search,100,0.6,60,59.34,588,41,0.069727891
Synovus Minority Orlando,AUG,Banking,Paid Search,100,0.6,60,59.74,438,38,0.086757991
Synovus Minority Cape Coral,AUG,Banking,Paid Search,100,0.6,60,0,0,0,0
Synovus Minority Hilton Head,AUG,Banking,Paid Search,100,0.6,60,60.41,715,42,0.058741259
Synovus Albany Branding ,AUG,Banking,Paid Search,200,0.6,120,47.18,1177,250,0.212404418
Synovus Mobile Branding ,AUG,Banking,Paid Search,150,0.6,90,0,0,0,0
Synovus Tifton Branding ,AUG,Banking,Paid Search,150,0.6,90,48.47,578,49,0.084775087
Synovus Sarasota Branding,AUG,Banking,Paid Search,200,0.6,120,182.1,1525,48,0.03147541
Synovus Warner Robins Branding ,AUG,Banking,Paid Search,120,0.6,72,81.22,602,61,0.101328904
Synovus Valdosta Branding ,AUG,Banking,Paid Search,0,0.6,0,52.29,542,52,0.095940959
Synovus Stockbrokers Caribbean ,AUG,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Stockbrokers Wellington ,AUG,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Stockbrokers Palm Harbor ,AUG,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Stockbrokers Vanderbilt ,AUG,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Stockbrokers Sarasota ,AUG,Banking,Paid Search,0,0.6,0,0,0,0,0
Tadlock Roofing,AUG,Roofing,Paid Search,0,0.6,0,0,0,0,0
The Roofing Guys,AUG,Roofing,Paid Search,4000,0.6,2400,1964.88,17210,271,0.015746659
Tires First - Aletheia,AUG,Tire & Auto,Paid Search,500,0.6,300,300.38,2037,58,0.028473245
Top Notch Cleaning,AUG,Restoration & Cleaning,Paid Search,500,0.6,300,301.83,1090,45,0.041284404
Transmission Plus / AAA Parts & Salvage,AUG,Tire & Auto,Paid Search,1390,0.6,834,928.03,6837,183,0.026766125
AAA Parts & Salvage,AUG,Tire & Auto,Paid Search,1050,0.6,630,646.5,2716,261,0.096097202
Tyler Home Improvement,AUG,Home Improvement,Paid Search,1000,0.6,600,1.96,30,1,0.033333333
Tuscan Rose Vineyards,AUG,Winery,Paid Search,0,0.6,0,0,0,0,0
Watson Plumbing,AUG,Plumbing,Paid Search,500,0.6,300,289.28,796,49,0.061557789
Warrior Restoration,AUG,Buildings,Paid Search,0,0.6,0,0,0,0,0
West GA Custom Fence,AUG,Fencing,Paid Search,1000,0.6,600,559.11,2894,148,0.05114029
West Georgia Eye Care,AUG,Medical,Paid Search,500,0.6,300,315.54,2174,94,0.04323827
WK Eye - The Cataract Surgeons,AUG,Medical,Paid Search,2700,0.6,1620,1651.74,3981,176,0.044209997
Adams Family Dentistry,JULY,Dentist,Paid Search,600,0.6,360,348.69,2711,34,0.012541498
AirLogic,JULY,HVAC,Paid Search,2000,0.6,1200,1394.34,9055,77,0.008503589
Aletheia Digital,JULY,Marketing,Paid Search,0,0.6,0,0,0,0,0
Apex Roofing,JULY,Roofing,Paid Search,1000,0.6,600,606.61,5021,56,0.011153157
ASP Pools ,JULY,Landscaping & Pools,Paid Search,0,0.6,0,0,0,0,0
Avery Roof Services,JULY,Roofing,Paid Search,0,0.6,0,0,0,0,0
Beracah Homes,JULY,Housing,Paid Search,1100,0.6,660,662.8,2260,216,0.095575221
Best Choice Plumbing,JULY,"Plumbing, HVAC",Paid Search,1000,0.6,600,139.64,723,20,0.027662517
Brothers Gutters,JULY,"Plumbing, HVAC",Paid Search,0,0.6,0,0,0,0,0
Butts Mill Farm ,JULY,,Paid Search,0,0.6,0,0,0,0,0
Buzzell Plumbing Heating & AC,JULY,"Plumbing, HVAC",Paid Search,2101,0.6,1260.6,1368.36,9125,160,0.017534247
Cash Plumbing,JULY,"Plumbing, HVAC",Paid Search,0,0.6,0,0,0,0,0
Cheap Cheap Trees,JULY,,Paid Search,0,0.6,0,0,0,0,0
Childress Dental,JULY,Dentist,Paid Search,1000,0.6,600,294.55,1643,49,0.029823494
Chris Moore Roofing,JULY,Roofing,Paid Search,1000,0.6,600,586.59,1605,49,0.030529595
Claim Adjusters,JULY,,Paid Search,0,0.6,0,0,0,0,0
Columbus Hospice,JULY,Medical,Paid Search,1500,0.6,900,920.1,4303,256,0.059493377
Complete Tire,JULY,Tire & Auto,Paid Search,1000,0.6,600,659.8,3636,114,0.031353135
Containers by Reaves,JULY,Waste Management,Paid Search,1000,0.6,600,662.11,3068,138,0.044980443
Custom Home Furniture,JULY,,Paid Search,0,0.6,0,0,0,0,0
Custom Home Sleep Shop,JULY,,Paid Search,0,0.6,0,0,0,0,0
D&H Backhoe Services,JULY,Plumbing,Paid Search,0,0.6,0,101.28,340,18,0.052941176
Economy Air,JULY,HVAC,Paid Search,1000,0.6,600,701.57,1972,56,0.028397566
Elements Lawn & Pest,JULY,Landscaping & Pools,Paid Search,1500,0.6,900,535.77,2301,36,0.015645372
Elite Tree Service,JULY,Tree Service,Paid Search,700,0.6,420,482.61,2190,61,0.027853881
E&S Clothing Warehouse,JULY,,Paid Search,0,0.6,0,0,0,0,0
Fairway Carts - EZ Go,JULY,Golfing,Paid Search,400,0.6,240,240.37,1100,72,0.065454545
Fence Doctor,JULY,Fencing,Paid Search,500,0.6,300,280.51,1737,61,0.03511802
Five Star Painting ,JULY,,Paid Search,0,0.6,0,0,0,0,0
Fosters Tree Service,JULY,Tree Service,Paid Search,700,0.6,420,372.57,1533,25,0.016307893
Funderburk & Lane,JULY,Lawyer,Paid Search,1000,0.6,600,724.67,1440,31,0.021527778
Green Team Dumpster Rentals,JULY,Waste Management,Paid Search,500,0.6,300,129.32,1318,39,0.029590288
Gutter Perfection,JULY,Roofing,Paid Search,1200,0.6,720,726.22,7034,101,0.014358829
iAct BIO Pediactric Diabetes Mellitus,JULY,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Cardiomyopathy Trial,JULY,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Celiac Disease,JULY,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Incyte Ped Eczema,JULY,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Lung Cancer,JULY,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Lung Cancer Two,JULY,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Galera Oral Mucositis,JULY,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Skin Infection,JULY,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Pfizer AD ,JULY,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Ulcerative Colitis ,JULY,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Ulcerative Shire,JULY,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Vivus Adolescent Obes,JULY,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
JAE of America,JULY,,Paid Search,0,0.6,0,0,0,0,0
Law Office of Sherry L. Johnson,JULY,Lawyer,Paid Search,1000,0.6,600,596.88,3244,67,0.020653514
Law Office of Shanna Rose,JULY,,Paid Search,500,0.6,300,330.06,784,18,0.022959184
Majestic Carpet,JULY,Flooring,Paid Search,625,0.6,375,366.52,815,40,0.049079755
Magic Bubbles,JULY,Cleaning,Paid Search,0,0.6,0,0,0,0,0
Maps.org,JULY,Roofing,Paid Search,0,0.6,0,0,0,0,0
Matt's Roofing & Gutters,JULY,Roofing,Paid Search,2500,0.6,1500,1673.46,7680,87,0.011328125
Martin Brothers Body Works,JULY,Tire & Auto,Paid Search,500,0.6,300,60.08,729,31,0.042524005
McGuire's Portable Buildings,JULY,Buildings,Paid Search,1800,0.6,1080,1066.68,6078,314,0.051661731
Mid-Georgia Garage DoorsMid- GA SEM,JULY,Buildings,Paid Search,2000,0.6,1200,1329.32,6075,138,0.022716049
Midtown OB,JULY,Medical,Paid Search,375,0.6,225,232.88,918,58,0.063180828
Mold Zero,JULY,Home Improvement,Paid Search,6500,0.6,3900,5401.08,9017,144,0.015969835
Muse Kitchen & Bath,JULY,Home Improvement,Paid Search,0,0.6,0,0,0,0,0
NATSB,JULY,Employment,Paid Search,0,0.6,0,0,0,0,0
Northridge Vet,JULY,Veterinary,Paid Search,1000,0.6,600,591.92,3726,105,0.028180354
Overby Company,JULY,Office Supply,Paid Search,400,0.6,240,240.55,2992,37,0.01236631
Overhead Door Company,JULY,Garage Door,Paid Search,1500,0.6,900,916.44,5296,144,0.027190332
Overhead Door Pensacola,JULY,Garage Door,Paid Search,5000,0.6,3000,3387.29,6703,185,0.027599582
Overhead Door Montgomery,JULY,Garage Door,Paid Search,0,0.6,0,0,0,0,0
Overhead Door -Watertown,JULY,Garage Door,Paid Search,500,0.6,300,318.43,2585,116,0.044874275
Parkside Dental,JULY,Dentist,Paid Search,1000,0.6,600,501.61,2152,73,0.033921933
Pink Monarch,JULY,Medical,Paid Search,240,0.6,144,144.14,432,27,0.0625
Piano Crafters,JULY,Retail,Paid Search,0,0.6,0,0,0,0,0
Platinum Roofing ,JULY,,Paid Search,0,0.6,0,0,0,0,0
PRMC,JULY,Real Estate,Paid Search,0,0.6,0,0,0,0,0
ProGuard 563,JULY,Roofing & HVAC,Paid Search,0,0.6,0,0,0,0,0
Reliance Home Services,JULY,Roofing & HVAC,Paid Search,2000,0.6,1200,26.35,174,2,0.011494253
Reliable Pool Enclosures,JULY,,Paid Search,0,0.6,0,0,0,0,0
Rusty's  Floor Coverings,JULY,Flooring,Paid Search,500,0.6,300,198.01,3131,49,0.015649952
Servpro CDW,JULY,Restoration & Cleaning,Paid Search,0,0.6,0,0,0,0,0
"Servpro Harris, Meriwether, & Stewart",JULY,,Paid Search,0,0.6,0,0,0,0,0
ServPro of Phenix City,JULY,Restoration & Cleaning,Paid Search,700,0.6,420,500.67,6970,43,0.006169297
Shred A Way,JULY,Office Supply,Paid Search,400,0.6,240,280.42,872,34,0.038990826
Smiths Radiator,JULY,Tire & Auto,Paid Search,1000,0.6,600,618.67,3585,111,0.030962343
Southern Services Carpet,JULY,Flooring,Paid Search,500,0.6,300,295.44,651,26,0.039938556
Southern Scarlett,JULY,Retail,Paid Search,500,0.6,300,98.59,7895,118,0.014946168
Superior Plumbing,JULY,Plumbing,Paid Search,1500,0.6,900,907.05,967,149,0.154084798
Synovus Minority Birmingham,JULY,Banking,Paid Search,100,0.6,60,77.49,726,49,0.067493113
Synovus Minority Naples,JULY,Banking,Paid Search,100,0.6,60,75.03,559,43,0.076923077
Synovus Minority Atlanta,JULY,Banking,Paid Search,100,0.6,60,74.44,686,43,0.062682216
Synovus Minority Sarasota,JULY,Banking,Paid Search,100,0.6,60,71.93,640,37,0.0578125
Synovus Minority Mobile,JULY,Banking,Paid Search,100,0.6,60,76.48,629,47,0.074721781
Synovus Minority Orlando,JULY,Banking,Paid Search,100,0.6,60,70.43,643,36,0.055987558
Synovus Minority Cape Coral,JULY,Banking,Paid Search,100,0.6,60,75.07,473,45,0.095137421
Synovus Minority Hilton Head,JULY,Banking,Paid Search,100,0.6,60,77.76,537,40,0.074487896
Synovus Albany Branding ,JULY,Banking,Paid Search,200,0.6,120,196.05,2303,169,0.073382545
Synovus Mobile Branding ,JULY,Banking,Paid Search,150,0.6,90,66.61,1333,38,0.028507127
Synovus Tifton Branding ,JULY,Banking,Paid Search,150,0.6,90,66.48,1268,83,0.065457413
Synovus Sarasota Branding,JULY,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Warner Robins Branding ,JULY,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Valdosta Branding ,JULY,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Stockbrokers Caribbean ,JULY,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Stockbrokers Wellington ,JULY,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Stockbrokers Palm Harbor ,JULY,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Stockbrokers Vanderbilt ,JULY,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Stockbrokers Sarasota ,JULY,Banking,Paid Search,0,0.6,0,0,0,0,0
Tadlock Roofing,JULY,Roofing,Paid Search,0,0.6,0,0,0,0,0
The Roofing Guys,JULY,Roofing,Paid Search,4000,0.6,2400,2298.11,24929,241,0.009667456
Tires First - Aletheia,JULY,Tire & Auto,Paid Search,500,0.6,300,355.78,2830,68,0.024028269
Top Notch Cleaning,JULY,Restoration & Cleaning,Paid Search,500,0.6,300,305.51,1359,37,0.027225901
Transmission Plus / AAA Parts & Salvage,JULY,Tire & Auto,Paid Search,1390,0.6,834,995.96,8271,139,0.016805707
AAA Parts & Salvage,JULY,Tire & Auto,Paid Search,1050,0.6,630,646.7,2677,248,0.092641016
Tyler Home Improvement,JULY,Home Improvement,Paid Search,0,0.6,0,0,0,0,0
Tuscan Rose Vineyards,JULY,Winery,Paid Search,0,0.6,0,0,0,0,0
Watson Plumbing,JULY,Plumbing,Paid Search,500,0.6,300,297.93,1307,40,0.030604438
Warrior Restoration,JULY,Buildings,Paid Search,0,0.6,0,0,0,0,0
West GA Custom Fence,JULY,Fencing,Paid Search,1000,0.6,600,626.74,3401,146,0.04292855
West Georgia Eye Care,JULY,Medical,Paid Search,500,0.6,300,316.12,2170,98,0.04516129
WK Eye - The Cataract Surgeons,JULY,Medical,Paid Search,2700,0.6,1620,1753.87,6356,312,0.049087476
Adams Family Dentistry,JUNE,Dentist,Paid Search,600,0.6,360,299.9503,1497,71,0.04742819
AirLogic,JUNE,HVAC,Paid Search,1000,0.6,600,455.5111,1762,25,0.014188422
Aletheia Digital,JUNE,Marketing,Paid Search,0,0.6,0,0,0,0,0
Apex Roofing,JUNE,Roofing,Paid Search,1000,0.6,600,505.2208,3879,88,0.022686259
ASP Pools ,JUNE,Landscaping & Pools,Paid Search,400,0.6,240,219.07,1073,58,0.054054054
Avery Roof Services,JUNE,Roofing,Paid Search,0,0.6,0,0,0,0,0
Beracah Homes,JUNE,Housing,Paid Search,1100,0.6,660,661.63,2409,204,0.084682441
Best Choice Plumbing,JUNE,"Plumbing, HVAC",Paid Search,0,0.6,0,0,0,0,0
Brothers Gutters,JUNE,"Plumbing, HVAC",Paid Search,0,0.6,0,0,0,0,0
Butts Mill Farm ,JUNE,,Paid Search,0,0.6,0,0,0,0,0
Buzzell Plumbing Heating & AC,JUNE,"Plumbing, HVAC",Paid Search,2101,0.6,1260.6,1035.0908,10659,274,0.025705976
Cash Plumbing,JUNE,"Plumbing, HVAC",Paid Search,0,0.6,0,0,0,0,0
Cheap Cheap Trees,JUNE,,Paid Search,0,0.6,0,0,0,0,0
Childress Dental,JUNE,Dentist,Paid Search,1000,0.6,600,451.07,2062,66,0.032007759
Chris Moore Roofing,JUNE,Roofing,Paid Search,1000,0.6,600,583.99,1380,57,0.041304348
Claim Adjusters,JUNE,,Paid Search,0,0.6,0,0,0,0,0
Columbus Hospice,JUNE,Medical,Paid Search,1500,0.6,900,770.2309,3288,339,0.10310219
Complete Tire,JUNE,Tire & Auto,Paid Search,1000,0.6,600,505.1953,3195,100,0.031298905
Containers by Reaves,JUNE,Waste Management,Paid Search,1000,0.6,600,356.2187,3675,120,0.032653061
Custom Home Furniture,JUNE,,Paid Search,0,0.6,0,0,0,0,0
Custom Home Sleep Shop,JUNE,,Paid Search,0,0.6,0,0,0,0,0
D&H Backhoe Services,JUNE,Plumbing,Paid Search,500,0.6,300,0,0,0,0
Economy Air,JUNE,HVAC,Paid Search,1000,0.6,600,0,0,0,0
Elements Lawn & Pest,JUNE,Landscaping & Pools,Paid Search,1500,0.6,900,775.6,4592,86,0.018728223
Elite Tree Service,JUNE,Tree Service,Paid Search,700,0.6,420,370.53,1824,49,0.026864035
E&S Clothing Warehouse,JUNE,,Paid Search,0,0.6,0,0,0,0,0
Fairway Carts - EZ Go,JUNE,Golfing,Paid Search,400,0.6,240,240.81,929,64,0.068891281
Fence Doctor,JUNE,Fencing,Paid Search,500,0.6,300,265.512,2114,73,0.034531693
Five Star Painting ,JUNE,,Paid Search,0,0.6,0,0,0,0,0
Fosters Tree Service,JUNE,Tree Service,Paid Search,700,0.6,420,443.8253,1615,37,0.022910217
Funderburk & Lane,JUNE,Lawyer,Paid Search,850,0.6,510,437.3177,1346,50,0.037147103
Green Team Dumpster Rentals,JUNE,Waste Management,Paid Search,500,0.6,300,354.81,3153,73,0.023152553
Gutter Perfection,JUNE,Roofing,Paid Search,1200,0.6,720,590.5279,6396,144,0.022514071
iAct BIO Pediactric Diabetes Mellitus,JUNE,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Cardiomyopathy Trial,JUNE,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Celiac Disease,JUNE,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Incyte Ped Eczema,JUNE,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Lung Cancer,JUNE,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Lung Cancer Two,JUNE,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Galera Oral Mucositis,JUNE,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Skin Infection,JUNE,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Pfizer AD ,JUNE,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Ulcerative Colitis ,JUNE,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Ulcerative Shire,JUNE,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Vivus Adolescent Obes,JUNE,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
JAE of America,JUNE,,Paid Search,0,0.6,0,0,0,0,0
Law Office of Sherry L. Johnson,JUNE,Lawyer,Paid Search,500,0.6,300,285.46,1734,46,0.026528258
Law Office of Shanna Rose,JUNE,,Paid Search,0,0.6,0,0,0,0,0
Majestic Carpet,JUNE,Flooring,Paid Search,625,0.6,375,349.54,952,39,0.040966387
Magic Bubbles,JUNE,Cleaning,Paid Search,0,0.6,0,0,0,0,0
Maps.org,JUNE,Roofing,Paid Search,0,0.6,0,0,0,0,0
Matt's Roofing & Gutters,JUNE,Roofing,Paid Search,3750,0.6,2250,813.2682,5133,114,0.022209234
Martin Brothers Body Works,JUNE,Tire & Auto,Paid Search,0,0.6,0,0,0,0,0
McGuire's Portable Buildings,JUNE,Buildings,Paid Search,1800,0.6,1080,993.3164,6008,369,0.061418109
Mid-Georgia Garage DoorsMid- GA SEM,JUNE,Buildings,Paid Search,2000,0.6,1200,1373.0386,4311,133,0.030851311
Midtown OB,JUNE,Medical,Paid Search,375,0.6,225,226.25,1110,57,0.051351351
Mold Zero,JUNE,Home Improvement,Paid Search,6000,0.6,3600,4162.0591,7327,230,0.031390747
Muse Kitchen & Bath,JUNE,Home Improvement,Paid Search,0,0.6,0,0,0,0,0
NATSB,JUNE,Employment,Paid Search,0,0.6,0,0,0,0,0
Northridge Vet,JUNE,Veterinary,Paid Search,1000,0.6,600,590.48,3229,103,0.031898421
Overby Company,JUNE,Office Supply,Paid Search,400,0.6,240,227.9,2136,42,0.019662921
Overhead Door Company,JUNE,Garage Door,Paid Search,1500,0.6,900,838.3126,6801,205,0.030142626
Overhead Door Pensacola,JUNE,Garage Door,Paid Search,5000,0.6,3000,2296.4143,7038,202,0.028701336
Overhead Door Montgomery,JUNE,Garage Door,Paid Search,0,0.6,0,0,0,0,0
Overhead Door -Watertown,JUNE,Garage Door,Paid Search,500,0.6,300,324.89,3478,113,0.032489937
Parkside Dental,JUNE,Dentist,Paid Search,1000,0.6,600,509.62,1986,69,0.034743202
Pink Monarch,JUNE,Medical,Paid Search,240,0.6,144,143.33,632,26,0.041139241
Piano Crafters,JUNE,Retail,Paid Search,0,0.6,0,0,0,0,0
Platinum Roofing ,JUNE,,Paid Search,0,0.6,0,0,0,0,0
PRMC,JUNE,Real Estate,Paid Search,0,0.6,0,0,0,0,0
ProGuard 563,JUNE,Roofing & HVAC,Paid Search,0,0.6,0,0,0,0,0
Reliance Home Services,JUNE,Roofing & HVAC,Paid Search,2000,0.6,1200,1075.99,7615,106,0.013919895
Reliable Pool Enclosures,JUNE,,Paid Search,0,0.6,0,0,0,0,0
Rusty's  Floor Coverings,JUNE,Flooring,Paid Search,1000,0.6,600,589.29,7019,112,0.015956689
Servpro CDW,JUNE,Restoration & Cleaning,Paid Search,1200,0.6,720,787.35,2232,62,0.027777778
"Servpro Harris, Meriwether, & Stewart",JUNE,,Paid Search,0,0.6,0,0,0,0,0
ServPro of Phenix City,JUNE,Restoration & Cleaning,Paid Search,700,0.6,420,311.5681,6509,126,0.019357812
Shred A Way,JUNE,Office Supply,Paid Search,400,0.6,240,252.3636,853,37,0.043376319
Smiths Radiator,JUNE,Tire & Auto,Paid Search,1000,0.6,600,514.9054,4045,133,0.032880099
Southern Services Carpet,JUNE,Flooring,Paid Search,500,0.6,300,298.61,373,24,0.064343164
Southern Scarlett,JUNE,Retail,Paid Search,0,0.6,0,0,0,0,0
Superior Plumbing,JUNE,Plumbing,Paid Search,1500,0.6,900,106.4,97,20,0.206185567
Synovus Minority Birmingham,JUNE,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Minority Naples,JUNE,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Minority Atlanta,JUNE,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Minority Sarasota,JUNE,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Minority Mobile,JUNE,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Minority Orlando,JUNE,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Minority Cape Coral,JUNE,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Minority Hilton Head,JUNE,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Albany Branding ,JUNE,Banking,Paid Search,200,0.6,120,47.24,1484,61,0.041105121
Synovus Mobile Branding ,JUNE,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Tifton Branding ,JUNE,Banking,Paid Search,0,0.6,0,60,1617,37,0.02288188
Synovus Sarasota Branding,JUNE,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Warner Robins Branding ,JUNE,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Valdosta Branding ,JUNE,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Stockbrokers Caribbean ,JUNE,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Stockbrokers Wellington ,JUNE,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Stockbrokers Palm Harbor ,JUNE,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Stockbrokers Vanderbilt ,JUNE,Banking,Paid Search,0,0.6,0,0,0,0,0
Synovus Stockbrokers Sarasota ,JUNE,Banking,Paid Search,0,0.6,0,0,0,0,0
Tadlock Roofing,JUNE,Roofing,Paid Search,0,0.6,0,0,0,0,0
The Roofing Guys,JUNE,Roofing,Paid Search,4000,0.6,2400,1537.9771,16481,264,0.016018445
Tires First - Aletheia,JUNE,Tire & Auto,Paid Search,500,0.6,300,292.47,2322,66,0.028423773
Top Notch Cleaning,JUNE,Restoration & Cleaning,Paid Search,500,0.6,300,256.4925,1192,48,0.040268456
Transmission Plus / AAA Parts & Salvage,JUNE,Tire & Auto,Paid Search,1390,0.6,834,868.229,7102,201,0.028301887
AAA Parts & Salvage,JUNE,Tire & Auto,Paid Search,1050,0.6,630,658.32,3492,267,0.076460481
Tyler Home Improvement,JUNE,Home Improvement,Paid Search,0,0.6,0,0,0,0,0
Tuscan Rose Vineyards,JUNE,Winery,Paid Search,0,0.6,0,0,0,0,0
Watson Plumbing,JUNE,Plumbing,Paid Search,500,0.6,300,285.45,1640,43,0.026219512
